,DistrictCode,SchoolCode,SchoolName,Address,City,State,ZipCode,Latitude,Longitude,StateDistrictNo,CongressionalDistrict
1191,18402,4079,Manchester Elementary School,1901 CALIFORNIA AVE E,PORT ORCHARD,Washington,98366-0000,47.552049,-122.556513,#26,WA6
1192,18402,4141,Sunnyslope Elementary School,4183 SUNNYSLOPE RD SW,PORT ORCHARD,Washington,98367-0000,47.511249,-122.734565,#26,WA6
1193,18402,4142,John Sedgwick Middle School,8995 SE SEDGWICK RD,PORT ORCHARD,Washington,98366-0000,47.504853,-122.534658,#26,WA6
1194,18402,4348,Hidden Creek Elementary School,5455 CONVERSE ROAD SE,PORT ORCHARD,Washington,98367-0000,47.499077,-122.619607,#26,WA6
1195,18402,4349,Sidney Glen Elementary School,500 SW BIRCH RD,PORT ORCHARD,Washington,98366-0000,47.506561,-122.655056,#26,WA6
1196,18402,4350,Mullenix Ridge Elementary School,3900 SE MULLENIX RD,PORT ORCHARD,Washington,98367-0000,47.468521,-122.602513,#26,WA6
1197,19007,2077,Damman Elementary,3600 Umptanum Rd.,Ellensburg,Washington,98926-0000,46.962232,-120.568743,#13,WA8
1198,19028,3554,Easton School,P O Box 8,Easton,Washington,98925-0008,47.232953,-121.177187,#13,WA8
1199,19400,2514,Thorp Elem & Jr Sr High,PO Box 150,Thorp,Washington,98946-0000,47.06535,-120.67063,#13,WA8
1200,19401,2453,Morgan Middle School,400 E First,Ellensburg,Washington,98926-0000,46.992314,-120.543003,#13,WA8
1201,19401,2741,Lincoln Elementary,200 S. Sampson,Ellensburg,Washington,98926-0000,46.991491,-120.540231,#13,WA8
1202,19401,2996,Ellensburg High School,1203 E Capitol,Ellensburg,Washington,98926-0000,46.991608,-120.528636,#13,WA8
1203,19401,3596,Mt. Stuart Elementary,705 W. 15th,Ellensburg,Washington,98926-0000,47.006786,-120.559235,#13,WA8
1204,19401,4411,Valley View Elementary School,1508 E 3rd,Ellensburg,Washington,98936-0000,46.99473,-120.528249,#13,WA8
1205,19403,2569,Kittitas Elementary School,PO Box 599,Kittitas,Washington,98934,46.980645,-120.416259,#13,WA8
1206,19403,2766,Kittitas High School,PO Box 599,Kittitas,Washington,98934,46.980645,-120.416259,#13,WA8
1207,19403,3213,Parke Creek Treatment Ctr,11042 Parke Creek Road,Ellensburg,Washington,98926-0000,47.015748,-120.320519,#13,WA8
1208,19404,2328,Cle Elum Roslyn Elementary,2696 SR 903,Cle Elum,Washington,98922-8708,47.202101,-120.965193,#13,WA8
1209,19404,2329,Cle Elum Roslyn High School,2692 SR 903,Cle Eum,Washington,98922-8706,47.202101,-120.965193,#13,WA8
1210,19404,2570,Walter Strom Middle School,2694  SR 903,Cle Elum,Washington,98922-8707,47.202101,-120.965193,#13,WA8
1211,20094,2605,Wishram High And Elementary Schl,PO Box 8,Wishram,Washington,98673-0008,45.65992,-120.96958,#14,WA4
1212,20203,3392,Bickleton Elementary & High Schl,3626 Bickleton Highway,Bickleton,Washington,99322,45.975029,-120.338068,#14,WA4
1213,20215,2251,Centerville Elementary,2315 Centerville Hwy,Centerville,Washington,98613-3021,45.752068,-120.896522,#14,WA4
1214,20400,2676,Trout Lake School,PO Box 488,Trout Lake,Washington,98650-0000,45.958949,-121.53564,#14,WA4
1215,20400,3062,Trout Lake Elementary,PO Box 488,Trout Lake,Washington,98650-0488 ,45.958949,-121.53564,#14,WA4
1216,20401,3047,Glenwood Elementary,PO Box 12,Glenwood,Washington,98619-0091,45.989951,-121.282054,#14,WA4
1217,20401,3048,Glenwood Secondary,320 Bunnell St.,Glenwood,Washington,98619-0091,46.018875,-121.291005,#14,WA4
1218,20402,3494,Klickitat Elem & High,P. O. Box 37,Klickitat,Washington,98628-0037,45.82111,-121.15684,#14,WA4
1219,20403,3530,Roosevelt Elementary School,P.O. Box 248,Roosevelt,Washington,99356-0248,45.851428,-120.354257,#14,WA4
1220,20404,2677,Goldendale Primary School,820 S. SCHUSTER ST,GOLDENDALE,Washington,98620-9038,45.817049,-120.81738,#14,WA4
1221,20404,2856,Goldendale High School,525 SIMCOE DR.,GOLDENDALE,Washington,98620-9299,45.813564,-120.814126,#14,WA4
1222,20404,3393,Goldendale Middle School,520 E. COLLINS DR.,GOLDENDALE,Washington,98620-9298,45.819089,-120.81493,#14,WA4
1223,20405,2330,Columbia High School,PO BOX 1339,WHITE SALMON,Washington,98672-0000,45.828588,-121.405863,#14,WA4
1224,20405,2997,Hulan L Whitson Elem,PO BOX 1279,WHITE SALMON,Washington,98672-1279,45.828588,-121.405863,#14,WA4
1225,20405,3394,Wayne M Henkle Middle School,PO Box 1309,WHITE SALMON,Washington,98672-0000,45.828588,-121.405863,#14,WA4
1226,20406,3049,Dallesport Elementary,P.O. Box 368,Lyle,Washington,98635,45.68716,-121.24963,#14,WA4
1227,20406,3111,Lyle High School,P.O. Box 368,Lyle,Washington,98635-0000,45.68716,-121.24963,#14,WA4
1228,20406,3643,Lyle Middle School,P.O. Box 368,Lyle,Washington,98635-0000,45.68716,-121.24963,#14,WA4
1229,21014,2273,Napavine Jr Sr High School,PO Box 357,Napavine,Washington,98565-0000,46.578315,-122.901965,#20,WA3
1230,21014,3288,Napavine Elementary,PO Box 837,Napavine,Washington,98565-0000,46.578315,-122.901965,#20,WA3
1231,21036,2355,Evaline Elementary School,111 SCHOOLHOUSE RD,WINLOCK,Washington,98596-9718,46.539238,-122.939197,#19,WA3
1232,21206,2572,Mossyrock Elementary School,P O Box 455,MOSSYROCK,Washington,98564-0455,46.50281,-122.468293,#20,WA3
1233,21206,3238,Mossyrock Jr./Sr. High School,PO Box 454,Mossyrock,Washington,98564,46.50281,-122.468293,#20,WA3
1234,21214,2678,Morton Elementary School,PO BOX 1299,MORTON,Washington,98356-0060,46.55844,-122.2751,#20,WA3
1235,21214,3112,Morton Junior-Senior High,PO BOX  1169,MORTON,Washington,98356-0030,46.55844,-122.2751,#20,WA3
1236,21226,2227,Adna Elementary School,P.O. Box 28,Adna,Washington,98522-0028,46.571323,-123.298384,#19,WA3
1237,21226,2441,Adna Middle/High School,P.O. Box 148,Adna,Washington,98522-0148,46.571323,-123.298384,#19,WA3
1238,21232,1829,Winolequa Learning Academy,405 NW Benton,WINLOCK,Washington,98596-0000,46.492591,-122.941612,#19,WA3
1239,21232,2290,Winlock Miller Elementary,405 NW BENTON,WINLOCK,Washington,98596-0000,46.492591,-122.941612,#19,WA3
1240,21232,3597,Winlock Senior High,241 NORTH MILITARY ROAD,WINLOCK,Washington,98596-0000,46.48997,-122.89377,#19,WA3
1241,21232,4369,Winlock Middle School,241 NORTH MILITARY ROAD,WINLOCK,Washington,98596-0000,46.48997,-122.89377,#19,WA3
1242,21234,2516,Boistfort Elem,983 Boistfort Road,Curtis,Washington,98538-9734,46.550374,-123.13154,#19,WA3
1243,21237,2616,Toledo High School,PO Box 820,Toledo,Washington,98591,46.456038,-122.79498,#20,WA3
1244,21237,2998,Toledo Elementary School,PO Box 549,Toledo,Washington,98591,46.456038,-122.79498,#20,WA3
1245,21237,3977,Toledo Middle School,PO Box 668,Toledo,Washington,98591-0000,46.456038,-122.79498,#20,WA3
1246,21300,2331,Onalaska High School,540 Carlisle Ave.,Onalaska,Washington,98570-9604,46.581728,-122.720149,#20,WA3
1247,21300,3239,Onalaska Elementary School,540 Carlisle Ave.,Onalaska,Washington,98570-9604,46.581728,-122.720149,#20,WA3
1248,21300,4335,Onalaska Middle School ,540 Carlisle Avenue,Onalaska,Washington,98570-9604,46.581728,-122.720149,#20,WA3
1249,21301,2858,Pe Ell School,PO Box 368,Pe Ell,Washington,98572-0000,46.582897,-123.314715,#19,WA3
1250,21302,1559,Lewis County Juvenile Detention,360 NW North St,Chehalis,Washington,98532-0000,46.662095,-122.969633,#20,WA3
1251,21302,2027,Green Hill Academic School,375 SW 11th Street,Chehalis,Washington,98532-0000,46.649348,-122.961174,#20,WA3
1252,21302,2799,W F West High School,342 SW 16th Street,Chehalis,Washington,98532-3809,46.649547,-122.948857,#20,WA3
1253,21302,4311,Chehalis Middle School,1060 SW 20th Street,Chehalis,Washington,98532-3809,46.643534,-122.943358,#20,WA3
1254,21303,2859,White Pass Jr. Sr. High School,516 Silverbrook Road,Randle,Washington,98377,46.536095,-121.92961,#20,WA3
1255,21303,3555,White Pass Elementary School,PO Box 188,Randle,Washington,98377-0278,46.516754,-121.894411,#20,WA3
1256,21401,2166,Centralia High School,813 Eshom Road,Centralia,Washington,98531-1515,46.726424,-123.003573,#20,WA3
1257,21401,2244,Edison Elementary,607 H Street,Centralia,Washington,98531-4623,46.722072,-122.959746,#20,WA3
1258,21401,2291,Oakview Elementary School,201 Oakview Avenue,Centralia,Washington,98531-3498,46.742661,-122.952409,#20,WA3
1259,21401,2704,Fords Prairie Elementary,1620 Harrison Avenue,Centralia,Washington,98531-4533,46.734915,-122.987615,#20,WA3
1260,21401,2768,Washington Elementary School,800 Field Street,Centralia,Washington,98531-3824,46.708579,-122.953064,#20,WA3
1261,21401,3172,Jefferson Lincoln Elementary,400 West Summa,Centralia,Washington,98531-2324,46.705762,-122.963243,#20,WA3
1262,21401,3240,Centralia Middle School,901 Johnson Road,Centralia,Washington,98531-1429,46.726138,-122.983062,#20,WA3
1263,22008,2186,Sprague High School,P.O. Box 305,Sprague,Washington,99032-0305,47.299844,-117.977732,#9,WA5
1264,22008,3050,Sprague Elementary,PO Box 305,Sprague,Washington,99032-0305,47.299844,-117.977732,#9,WA5
1265,22009,2478,Reardan Middle-Senior High School,PO BOX 225,REARDAN,Washington,99029-0000,47.669606,-117.877734,#9,WA5
1266,22009,2864,Reardan Elementary School,250 S ASPEN,REARDAN,Washington,99029-0000,47.667602,-117.877578,#9,WA5
1267,22017,2860,Almira Elementary School,PO BOX 217,ALMIRA,Washington,99103-0217,47.71098,-118.94085,#9,WA5
1268,22073,2862,Creston Elementary,485 SE E Street,Creston,Washington,99117-0017,47.755222,-118.51879,#9,WA5
1269,22073,2863,Creston Jr-Sr High School,485 SE E Street,Creston,Washington,99117-0017,47.755222,-118.51879,#9,WA5
1270,22105,2443,Odessa High School,P.O. BOX 248,ODESSA,Washington,99159-0248,47.344402,-118.658816,#9,WA5
1271,22105,2769,P C Jantz Elementary,P.O. BOX 248,ODESSA,Washington,99159-0248,47.344402,-118.658816,#9,WA5
1272,22200,3289,Wilbur Secondary School,PO Box 1090,Wilbur,Washington,99185-1090,47.761025,-118.729143,#9,WA5
1273,22200,3290,Wilbur Elementary School,PO Box 1090,Wilbur,Washington,99185-1090,47.761025,-118.729143,#9,WA5
1274,22204,2743,Harrington Elementary School,PO Box 204,Harrington,Washington,99134-0204,47.478233,-118.254439,#9,WA5
1275,22204,3113,Harrington High School,PO Box 204,Harrington,Washington,99134-0204,47.478233,-118.254439,#9,WA5
1276,22207,2668,Davenport Elementary,601 WASHINGTON STREET,DAVENPORT,Washington,99122-0000,47.648929,-118.14984,#9,WA5
1277,22207,3173,Davenport Senior High School,801 7TH STREET,DAVENPORT,Washington,99122-0000,47.651579,-118.150554,#9,WA5
1278,23042,2744,Southside Elementary,161 SE COLLIER RD,SHELTON,Washington,98584-8367,47.199501,-123.055779,#35,WA6
1279,23054,2145,Grapeview Elementary & Middle School,822 E Mason Benson Rd,Grapeview,Washington,98546-9514,47.320078,-122.916751,#35,WA6
1280,23309,1888,Mason County Detention Center,411 N. 5th St.,Shelton,Washington,98584-3466,47.215868,-123.104792,#35,WA6
1281,23309,2745,Evergreen Elementary School,900 W. Franklin St.,Shelton,Washington,98584-2551,47.215159,-123.110023,#35,WA6
1282,23309,3241,Shelton High School,3737 Shelton Springs Rd.,Shelton,Washington,98584-9199,47.236052,-123.122318,#35,WA6
1283,23309,3291,Bordeaux Elementary School,350 E. University Ave.,Shelton,Washington,98584-3699,47.201063,-123.098572,#35,WA6
1284,23309,3292,Mountain View Elementary,"534 E. ""K"" St.",Shelton,Washington,98584-1219,47.227342,-123.118887,#35,WA6
1285,23309,4288,Choice Middle and High School,807 W. Pine St.,Shelton,Washington,98584-2562,47.215597,-123.108723,#35,WA6
1286,23309,4363,Oakland Bay Junior High School,3301 Shelton Springs Rd.,Shelton,Washington,98584-9114,47.232922,-123.120523,#35,WA6
1287,23402,2865,Pioneer Middle School,112 E Spencer Lake Road,SHELTON,Washington,98584-7306,47.258193,-123.000831,#35,WA6
1288,23402,4463,Pioneer Elementary School,112 E SPENCER LAKE RD.,SHELTON,Washington,98584-7307,47.258193,-123.000831,#35,WA6
1289,23403,1680,James A. Taylor High School,90 E North Mason School Road,Belfair,Washington,98528-0000,47.416861,-122.841772,#35,WA6
1290,23403,1861,North Mason Homelink Program,90 E North Mason School Road,Belfair,Washington,98528-0000,47.416861,-122.841772,#35,WA6
1291,23403,2662,Belfair Elementary,NE 22900 Hwy 3,Belfair,Washington,98528-0000,47.440468,-122.834023,#35,WA6
1292,23403,3174,Hawkins Middle School,300 E. Campus Dr.,Belfair,Washington,98528-0000,47.416003,-122.841111,#35,WA6
1293,23403,3175,North Mason Senior High School,150 E North Mason School Road,Belfair,Washington,98528-0000,47.416262,-122.844261,#35,WA6
1294,23403,4320,Sand Hill Elementary,NE 791 Sand Hill Rd.,Belfair,Washington,98528-0000,47.458475,-122.846506,#35,WA6
1295,23404,2310,Hood Canal Elementary School,111 N State Route 106,Shelton,Washington,98584-9703,47.333552,-123.15948,#35,WA6
1296,24014,2494,Nespelem Elementary,PO BOX 291,NESPELEM,Washington,99155-0291,48.143441,-119.00938,#7,WA4
1297,24019,2031,Omak High School,P O BOX 833,OMAK,Washington,98841-0833,48.426942,-119.560672,#7,WA4
1298,24019,2999,N Omak Elementary,P O BOX 833,OMAK,Washington,98841-0833,48.426942,-119.560672,#7,WA4
1299,24019,3051,E Omak Elementary,P O BOX 833,OMAK,Washington,98841-0833,48.426942,-119.560672,#7,WA4
1300,24019,4237,Omak Middle School,P O BOX 833,OMAK,Washington,98841-0833,48.426942,-119.560672,#7,WA4
1301,24019,4278,Paschal Sherman,25 A MISSION ROAD,OMAK,Washington,98841-0000,48.373463,-119.448917,#7,WA4
1302,24019,4279,Highlands High School,P O BOX 833,OMAK,Washington,98841-0833,48.426942,-119.560672,#7,WA4
1303,24105,2245,Okanogan Middle School,PO Box 592,Okanogan,Washington,98840-0592,48.36126,-119.58339,#7,WA4
1304,24105,2246,Okanogan High School,PO Box 592,Okanogan,Washington,98840-0592,48.36126,-119.58339,#7,WA4
1305,24105,2539,Grainger Elementary,PO Box 592,Okanogan,Washington,98840-0592,48.36126,-119.58339,#7,WA4
1306,24105,3193,Okanogan Co Juvenile Detention,PO Box 592,Okanogan,Washington,98840-0000,48.36126,-119.58339,#7,WA4
1307,24111,2800,Brewster High School,P.O. BOX 97,BREWSTER,Washington,98812-0097,48.09598,-119.78062,#7,WA4
1308,24111,3293,Brewster Elementary School,P.O. BOX 97,BREWSTER,Washington,98812-0097,48.09598,-119.78062,#7,WA4
1309,24111,4223,Brewster Middle School,P.O. Box 97,BREWSTER,Washington,98812-0000,48.09598,-119.78062,#7,WA4
1310,24122,2396,Pateros Elementary,P.O. BOX 98,PATEROS,Washington,98846-0098,48.05098,-119.9034,#7,WA4
1311,24122,2397,Pateros High School,P O BOX 98,PATEROS,Washington,98846-0098,48.05098,-119.9034,#7,WA4
1312,24350,1621,ILC Choice School,18 Twin Lakes Rd.,Winthrop,Washington,98862-9713,48.460817,-120.185115,#7,WA4
1313,24350,1845,Home School Experience,18 Twin Lakes Rd.,Winthrop,Washington,98862-9713,48.460817,-120.185115,#7,WA4
1314,24350,2146,Liberty Bell Jr Sr High,18 Twin Lakes Rd.,Winthrop,Washington,98862-9713,48.460817,-120.185115,#7,WA4
1315,24350,4501,Methow Valley Elementary,18 Twin Lakes Rd.,Winthrop,Washington,98862-9713,48.460817,-120.185115,#7,WA4
1316,24404,2679,Tonasket High School,35HS HIGHWAY 20,TONASKET,Washington,98855-0000,48.699937,-119.433262,#7,WA4
1317,24404,3176,Tonasket Elementary School,35ES HIGHWAY 20,TONASKET,Washington,98855-0000,48.699205,-119.432073,#7,WA4
1318,24404,4196,Tonasket Middle School,35MS HIGHWAY 20 ,TONASKET,Washington,98855-0000,48.699937,-119.433262,#7,WA4
1319,24410,2422,Oroville Elementary,816 Juniper,Oroville,Washington,98844-9519,48.932796,-119.439748,#7,WA4
1320,24410,2706,Oroville Middle-High School,816 Juniper,Oroville,Washington,98844-9519,48.932796,-119.439748,#7,WA4
1321,25101,2517,Hilltop School,PO Box F,Ilwaco,Washington,98624-0256,46.317185,-123.999449,#19,WA3
1322,25101,3531,Long Beach Elementary School,Long Beach School,Long Beach,Washington,98631-0000,46.35232,-124.054331,#19,WA3
1323,25101,4039,Ocean Park Elementary,PO Box 1220,Ocean Park,Washington,98640,46.495565,-124.040389,#19,WA3
1324,25101,4220,Ilwaco High School,PO Box F,Ilwaco,Washington,98624-0256,46.317185,-123.999449,#19,WA3
1325,25116,1672,Developmental Preschool,1016 Commercial Street,Raymond,Washington,98577-0000,46.685516,-123.724952,#19,WA3
1326,25116,2357,Raymond Jr Sr High School,1016 COMMERCIAL ST,RAYMOND,Washington,98577-2699,46.685516,-123.724952,#19,WA3
1327,25116,2803,Raymond Elementary School,1016 COMMERCIAL STREET,Raymond,Washington,98577,46.685516,-123.724952,#19,WA3
1328,25118,2214,South Bend High School,PO BOX 437,SOUTH BEND,Washington,98586-0437,46.588006,-123.834262,#19,WA3
1329,25118,2804,Chauncey Davis Elementary,PO BOX 437,SOUTH BEND,Washington,98586-0437,46.588006,-123.834262,#19,WA3
1330,25155,2868,Naselle Elementary,793 SR 4,NASELLE,Washington,98638-0000,46.378119,-123.803966,#19,WA3
1331,25155,3295,Naselle Jr Sr High Schools,793 State Route 4,NASELLE,Washington,98638-0000,46.378119,-123.803966,#19,WA3
1332,25155,3599,Naselle Youth Camp School,11-S YOUTH CAMP LANE,NASELLE,Washington,98638-8600,46.39363,-123.82341,#19,WA3
1333,25160,2542,Willapa Valley Middle-High,PO Box 128,Menlo,Washington,98561-0128,46.514625,-123.76903,#19,WA3
1334,25160,3444,Willapa Elementary,PO Box 128,Menlo,Washington,98561-0128,46.514625,-123.76903,#19,WA3
1335,25200,2292,North River School,2867 North River Rd,Cosmopolis,Washington,98537-0000,46.77616,-123.484572,#19,WA3
1336,26056,2518,Newport High School,P. O. Box 70,Newport,Washington,99156-0070,48.185849,-117.196815,#7,WA5
1337,26056,3968,Sadie Halstead Middle School,P. O. Box 70,Newport,Washington,99156-0070,48.185849,-117.196815,#7,WA5
1338,26056,4478,Stratton Elementary,P. O. Box 70,Newport,Washington,99156-0070,48.185849,-117.196815,#7,WA5
1339,26059,2423,Cusick Jr Sr High School,305 MONUMENTAL WAY,CUSICK,Washington,99119-0000,48.336481,-117.299311,#7,WA5
1340,26059,2770,Bess Herian Elementary,305 MONUMENTAL WAY,CUSICK,Washington,99119-9761,48.336481,-117.299311,#7,WA5
1341,27001,2040,Anderson Island Elementary,511 Chambers,Steilacoom,Washington,98388-0000,47.168803,-122.598559,#28,WA10
1342,27001,2237,Pioneer Middle,1750 BOB'S HOLLOW LN,DUPONT,Washington,98327,47.100941,-122.64958,#28,WA10
1343,27001,3446,Cherrydale Elementary,1201 GALLOWAY,STEILACOOM,Washington,98388-0000,47.16542,-122.5882,#28,WA10
1344,27001,3827,Saltars Point Elementary,908 3RD STREET,STEILACOOM,Washington,98388-0000,47.16355,-122.609437,#28,WA10
1345,27001,4131,Steilacoom High,54 SENTINEL DRIVE,STEILACOOM,Washington,98388-0000,47.179288,-122.575752,#28,WA10
1346,27001,4562,Chloe Clark Elementary,1700 PALISADE BOULEVARD,DUPONT,Washington,98327-0000,47.097371,-122.63911,#28,WA10
1347,27003,1640,Puyallup Online Academy/POA,716 South Hill Park Drive,Puyallup,Washington,98373,47.16011,-122.302069,#25,WA10
1348,27003,2125,Puyallup High School,105 Seventh St SW,Puyallup,Washington,98371-5333,47.191313,-122.301997,#25,WA10
1349,27003,2311,Stewart Elementary,426 4th Ave NE,Puyallup,Washington,98372-3049,47.193641,-122.288222,#25,WA10
1350,27003,2334,Meeker Elementary,409 5th St SW,Puyallup,Washington,98371-5826,47.188464,-122.298476,#25,WA10
1351,27003,2495,Waller Road Elementary,6312 Waller Rd E,Tacoma,Washington,98443-1449,47.199575,-122.389578,#25,WA10
1352,27003,2496,Firgrove Elementary,13918 Meridian S,Puyallup,Washington,98373-5621,47.130472,-122.296132,#25,WA10
1353,27003,2497,Spinning Elementary,1306 E Pioneer,Puyallup,Washington,98372-3384,47.18892,-122.276964,#25,WA10
1354,27003,2498,Maplewood Elementary,1110 W Pioneer,Puyallup,Washington,98371-5354,47.189995,-122.309238,#25,WA10
1355,27003,2519,Woodland Elementary,7707 112th St E,Puyallup,Washington,98373-4794,47.155638,-122.325516,#25,WA10
1356,27003,2575,Edgemont Jr High,2300 110th Ave E,Edgewood,Washington,98372-1523,47.236625,-122.283247,#31,WA10
1357,27003,2870,Karshner Elementary,1328 8th Ave NW,Puyallup,Washington,98371-4036,47.197847,-122.312733,#25,WA10
1358,27003,3052,Kalles Junior High,501 7th Ave SE,Puyallup,Washington,98372-3207,47.187337,-122.287741,#25,WA10
1359,27003,3447,Aylen Jr High,101 15th St NW,Puyallup,Washington,98371-5251,47.191471,-122.31464,#25,WA10
1360,27003,3557,Fruitland Elementary,1515 Fruitland Ave,Puyallup,Washington,98371-7369,47.176566,-122.323955,#25,WA10
1361,27003,3558,Wildwood Elementary,1601 26th Ave SE,Puyallup,Washington,98374-1349,47.166524,-122.273233,#25,WA10
1362,27003,3572,Mt View Elementary,3411 119th Ave E,Edgewood,Washington,98372-2017,47.226067,-122.271586,#31,WA10
1363,27003,3645,Rogers High School,12801 86th Ave E,Puyallup,Washington,98373-5454,47.138116,-122.312574,#25,WA10
1364,27003,3750,Ballou Jr High,9916 136th St E,Puyallup,Washington,98373-5667,47.132274,-122.296011,#25,WA10
1365,27003,3896,Sunrise Elementary,2323 39th Ave SE,Puyallup,Washington,98374-2306,47.155671,-122.263338,#25,WA10
1366,27003,3927,Northwood Elementary,9805 24th St E,Edgewood,Washington,98371-2126,47.237907,-122.298731,#31,WA10
1367,27003,3951,PSD Special Services,Puyallup School District Speci,Puyallup,Washington,98371,47.212822,-122.317148,#25,WA10
1368,27003,3972,Walker High School,5715 Milwaukee Ave E,Puyallup,Washington,98372-2757,47.204992,-122.282336,#25,WA10
1369,27003,4121,Ridgecrest Elementary,12616 Shaw Rd E,Puyallup,Washington,98374-2927,47.140398,-122.258637,#25,WA10
1370,27003,4146,Pope Elementary,15102 122nd Ave E,Puyallup,Washington,98374-3419,47.118388,-122.268027,#25,WA10
1371,27003,4183,Ferrucci Jr High,3213 Wildwood Pk Dr,Puyallup,Washington,98374-1351,47.160533,-122.27052,#25,WA10
1372,27003,4360,Hunt Elementary,12801 144th St E,Puyallup,Washington,98374-3548,47.126199,-122.257664,#25,WA10
1373,27003,4361,Brouillet Elementary,17207 94th Ave E,Puyallup,Washington,98375-9667,47.099594,-122.303339,#25,WA10
1374,27003,4414,Shaw Road Elementary,1106 Shaw Rd,Puyallup,Washington,98372-4222,47.181923,-122.257367,#25,WA10
1375,27003,4443,Stahl Junior High,9610 168th St E,Puyallup,Washington,98375-2256,47.102226,-122.299524,#25,WA10
1376,27003,4496,Zeiger Elementary,13008 94th Ave E,Puyallup,Washington,98373-5536,47.138553,-122.305404,#25,WA10
1377,27003,4540,Emerald Ridge High School,12405 184th St E,Puyallup,Washington,98374-9135,47.089452,-122.26295,#25,WA10
1378,27010,1514,Alternative Spcl Needs Div Occ,601 S 8TH ST,TACOMA,Washington,98405-4614,47.256375,-122.445821,#27,WA6
1379,27010,1585,Comm Based Trans Program,601 S 8th St,Tacoma,Washington,98405-0000,47.256375,-122.445821,#27,WA6
1380,27010,1816,TCC Fresh Start,601 S 8th St,Tacoma,Washington,98405-0000,47.256375,-122.445821,#27,WA6
1381,27010,1860,Tacoma School of the Arts,PO Box 1357,Tacoma,Washington,98402-0000,47.250158,-122.43903,#31,WA8
1382,27010,2036,Larchmont,8601 E B St,Tacoma,Washington,98445-0000,47.178706,-122.428073,#29,WA10
1383,27010,2039,Remann Hall Juvenile Detention Center,5501 6th Ave,Tacoma,Washington,98406-0000,47.256575,-122.511353,#27,WA6
1384,27010,2083,Washington Elementary,6501 S 10th St,Tacoma,Washington,98407-0000,47.252714,-122.523751,#27,WA6
1385,27010,2084,Stadium,111 N E St,Tacoma,Washington,98403-0000,47.265607,-122.449069,#27,WA6
1386,27010,2094,Blix Elementary,1302 E 38th St,Tacoma,Washington,98404-0000,47.222063,-122.412276,#29,WA10
1387,27010,2103,Jefferson,6501 N 23rd St,Tacoma,Washington,98406-0000,47.2699,-122.522621,#27,WA6
1388,27010,2148,Franklin,1402 S Lawrence St,Tacoma,Washington,98405-0000,47.2485,-122.478931,#27,WA6
1389,27010,2167,Fern Hill,8442 S Park Ave,Tacoma,Washington,98444-0000,47.179606,-122.442574,#29,WA10
1390,27010,2168,Sheridan,5317 E McKinley Ave,Tacoma,Washington,98404,47.208782,-122.420341,#29,WA10
1391,27010,2169,Point Defiance,4330 N Visscher St,Tacoma,Washington,98407-0000,47.289331,-122.518038,#27,WA6
1392,27010,2215,Lincoln,701 S 37th St,Tacoma,Washington,98418-0000,47.22516,-122.441999,#27,WA10
1393,27010,2247,Northeast Tacoma,5412 29th St Ne,Tacoma,Washington,98422-0000,47.281932,-122.374598,#27,WA6
1394,27010,2252,Manitou Park,4330 S 66th St,Tacoma,Washington,98409-0000,47.197134,-122.495439,#29,WA6
1395,27010,2275,Roosevelt,3550 E Roosevelt Ave,Tacoma,Washington,98404-0000,47.227971,-122.399385,#29,WA10
1396,27010,2335,Madison Headstart,3102 S 43rd Street,Tacoma,Washington,98409-6509,47.218533,-122.476407,#27,WA6
1397,27010,2336,Lyon,101 E 46th St,Tacoma,Washington,98404-0000,47.215845,-122.430512,#29,WA10
1398,27010,2338,Jason Lee,602 N Sprague Ave,Tacoma,Washington,98403-0000,47.256611,-122.46423,#27,WA6
1399,27010,2358,Stanley,1712 S 17th St,Tacoma,Washington,98405-0000,47.244366,-122.459982,#27,WA6
1400,27010,2359,Stewart,6501 S 10th St,Tacoma,Washington,98465-2035,47.252714,-122.523751,#27,WA6
1401,27010,2376,Mason,3901 N 28th St,Tacoma,Washington,98407-0000,47.273317,-122.490334,#27,WA6
1402,27010,2377,Gray,6229 S Tyler St,Tacoma,Washington,98409-0000,47.199975,-122.491421,#29,WA6
1403,27010,2746,Geiger,7401 S 8th St,Tacoma,Washington,98465-0000,47.254277,-122.535507,#27,WA6
1404,27010,2747,Downing,2502 N Orchard St,Tacoma,Washington,98406-0000,47.270085,-122.505913,#27,WA6
1405,27010,2771,Lister,2106 E 44th St,Tacoma,Washington,98404-0000,47.215851,-122.400545,#29,WA10
1406,27010,2772,Fawcett,126 E 60th St,Tacoma,Washington,98404-0000,47.202122,-122.429991,#29,WA10
1407,27010,2805,Lowell,810 Mr. Dahl DR,Tacoma,Washington,98403-0000,47.267468,-122.465958,#27,WA6
1408,27010,2806,Reed,1802 S 36th St,Tacoma,Washington,98418-0000,47.225565,-122.461137,#27,WA6
1409,27010,2871,Edison,5830 S Pine St,Tacoma,Washington,98409-0000,47.203727,-122.474006,#29,WA6
1410,27010,2872,Browns Point,1526 51st St Ne,Tacoma,Washington,98422-0000,47.302472,-122.426588,#27,WA6
1411,27010,2874,Whitman,1120 S 39th St,Tacoma,Washington,98408-0000,47.221464,-122.448668,#27,WA10
1412,27010,2938,Sherman,4415 N 38th St,Tacoma,Washington,98407-0000,47.284086,-122.497591,#27,WA6
1413,27010,2939,Delong,4901 S 14 st St,Tacoma,Washington,98405-0000,47.249006,-122.501876,#27,WA6
