,DistrictCode,SchoolCode,SchoolName,Address,City,State,ZipCode,Latitude,Longitude,StateDistrictNo,CongressionalDistrict
595,7002,2830,Dayton Elementary School,302 E Park,Dayton,Washington,99328-1596,46.317189,-117.976105,#9,WA5
596,7002,4011,Dayton Middle School,609 S Second Street,Dayton,Washington,99328-1572,46.316186,-117.974922,#9,WA5
597,7035,2135,Starbuck School,717 TUCANNON ST,STARBUCK,Washington,99359-0188,46.518019,-118.122658,#9,WA5
598,8122,2319,Kessler Elementary School,1902 E Kessler Blvd.,Longview,Washington,98632-1844,46.131431,-122.944916,#19,WA3
599,8122,2369,Columbia Valley Garden Elem Schl,2644 30th Avenue,Longview,Washington,98632-4367,46.154358,-122.957424,#19,WA3
600,8122,2370,Saint Helens Elementary,431 27th Avenue,Longview,Washington,98632-1329,46.128405,-122.959927,#19,WA3
601,8122,2416,R A Long High School,2903 Nichols Blvd.,Longview,Washington,98632-2704,46.14048,-122.955829,#19,WA3
602,8122,2665,Broadway Learning Center,1410 8th Avenue,Longview,Washington,98632-3807,46.137591,-122.926758,#19,WA3
603,8122,2726,Olympic Elementary School,1324 30th Avenue,Longview,Washington,98632-2799,46.139246,-122.961825,#19,WA3
604,8122,2831,Monticello Middle School,1225 28th Avenue,Longview,Washington,98632-2768,46.138308,-122.957841,#19,WA3
605,8122,2914,Northlake Elementary School,2210 Olympia Way,Longview,Washington,98632-4505,46.145249,-122.94363,#19,WA3
606,8122,3019,Robert Gray Elementary,4622 Ohio Street,Longview,Washington,98632-5199,46.171424,-122.992565,#19,WA3
607,8122,3151,Mark Morris High School,1602 Mark Morris Court,Longview,Washington,98632-3926,46.144396,-122.936885,#19,WA3
608,8122,3211,Columbia Heights Elementary,2820 Parkview Drive,Longview,Washington,98632-5502,46.156123,-122.938975,#19,WA3
609,8122,3475,Cascade Middle School,2821 Parkview Drive,Longview,Washington,98632-5501,46.155453,-122.942481,#19,WA3
610,8122,3658,Mint Valley Elementary,2745 38th Avenue,Longview,Washington,98632-4721,46.165645,-122.973849,#19,WA3
611,8122,3913,Longview School District Special Services,1600 3rd Avenue,Longview,Washington,98632-3231,46.139184,-122.919385,#19,WA3
612,8130,2560,Toutle Lake High School,5050 Spirit Lake Hwy,Toutle,Washington,98649-9701,46.323603,-122.740448,#20,WA3
613,8130,4264,Toutle Lake Elementary,5050 Spirit Lake Hwy,Toutle,Washington,98649-9701,46.323603,-122.740448,#20,WA3
614,8401,2281,Castle Rock High School,5180 WESTSIDE HWY,CASTLE ROCK,Washington,98611-0000,46.281608,-122.919845,#19,WA3
615,8401,2762,Castle Rock Elementary,700 HUNTINGTON AVE S,CASTLE ROCK,Washington,98611-0000,46.270834,-122.905372,#19,WA3
616,8401,3969,Castle Rock Middle School,615 FRONT AVE SW,CASTLE ROCK,Washington,98611-0000,46.271774,-122.907678,#19,WA3
617,8402,2561,Kalama Middle School,548 China Garden Road,Kalama,Washington,98625-0000,46.008029,-122.838264,#20,WA3
618,8402,2915,Kalama Elem School,548 China Garden Road,Kalama,Washington,98625-0000,46.008029,-122.838264,#20,WA3
619,8404,1795,TEAM High School,759 3rd Street,Woodland,Washington,98674,45.903594,-122.75084,#20,WA3
620,8404,3513,Yale Elementary,11842 Lewis River Road,Ariel,Washington,98603-9743,45.995957,-122.3806,#20,WA3
621,8404,3546,Woodland High School,1500 Dike Access Road,Woodland,Washington,98674,45.929261,-122.765218,#20,WA3
622,8458,2266,Kelso High School,1904 Allen St,Kelso,Washington,98626-0000,46.143284,-122.892241,#19,WA3
623,8458,2596,Rose Valley Elementary,1502 Rose Valley Rd,Kelso,Washington,98626-0000,46.098295,-122.826548,#20,WA3
624,8458,2624,Wallace Elementary,410 Elm St,Kelso,Washington,98626-0000,46.134533,-122.912435,#19,WA3
625,8458,2691,Catlin Elementary,404 Long Ave.,Kelso,Washington,98626,46.149001,-122.917858,#19,WA3
626,8458,2913,Carrolls Elementary,PO Box 3,Carrolls,Washington,98609-0000,46.071482,-122.864838,#20,WA3
627,8458,2916,Huntington Middle School,500 Redpath,Kelso,Washington,98626-0000,46.15374,-122.904125,#19,WA3
628,8458,3082,Butler Acres Elementary,1609 Burcham St,Kelso,Washington,98626-0000,46.151395,-122.894684,#19,WA3
629,6801,3294,Cowlitz County Youth Services Center,1725 1ST AVE,Longview,Washington,98632-3274,46.140578,-122.919804,#19,WA3
630,8458,3322,Coweeman Middle School,2000 Allen St,Kelso,Washington,98626-0000,46.143794,-122.888654,#19,WA3
631,8458,3323,Barnes Elementary,401 Barnes,Kelso,Washington,98626-0000,46.159696,-122.908475,#19,WA3
632,8458,3578,Beacon Hill Elementary,257 Alpha Dr,Longview,Washington,98632-0000,46.18014,-122.926015,#19,WA3
633,9013,2666,Orondo Elementary and Middle School,100 ORONDO SCHOOL ROAD,ORONDO,Washington,98843-9723,47.64096,-120.216469,#7,WA4
634,9075,2562,Bridgeport Elementary,P.O. Box 1060,Bridgeport,Washington,98813-1060,48.0082,-119.67116,#7,WA4
635,9075,2788,Bridgeport High School,BOX 1060,BRIDGEPORT,Washington,98813-0000,48.0082,-119.67116,#7,WA4
636,9075,4213,Bridgeport Middle School,PO Box 1060,Bridgeport,Washington,98813,48.0082,-119.67116,#7,WA4
637,9102,2502,Palisades Elementary School,1114 Palisades Rd,Palisades,Washington,98845-9606,47.416414,-119.916126,#7,WA4
638,9206,2563,Rock Island Elementary,5645 Rock Island Road,Rock Island,Washington,98850-9528,47.377652,-120.154943,#7,WA4
639,9206,2727,Eastmont Senior High,955 3rd Street NE,East Wenatchee,Washington,98802-4999,47.41095,-120.272947,#12,WA4
640,9206,2966,Grant Elementary School,1430 SE 1st Street,East Wenatchee,Washington,98802-5599,47.403565,-120.264014,#7,WA4
641,9206,2986,Canyon View Group Home,260 N. Georgia,East Wenatchee,Washington,98802-4999,47.408793,-120.277712,#7,WA4
642,9206,3083,Lee Elementary,1455 N. Baker Ave.,East Wenatchee,Washington,98802-4336,47.427261,-120.291369,#12,WA4
643,9206,3212,Kenroy Elementary,601 N. Jonathan Ave.,East Wenatchee,Washington,98802-6099,47.414081,-120.2649,#12,WA4
644,9206,3372,Eastmont Junior High,905 NE 8th Street,East Wenatchee,Washington,98802-4498,47.418132,-120.273264,#12,WA4
645,9206,3659,Cascade Elementary,2330 N. Baker Ave.,East Wenatchee,Washington,98802-4019,47.44383,-120.293234,#7,WA4
646,9206,4095,Sterling School,600 N. James Ave.,East Wenatchee,Washington,98802-4699,47.414355,-120.270112,#12,WA4
647,4246,4105,Wenatchee Valley Technical Skills Center,327 E PENNY ROAD STE D,WENATCHEE,Washington,98801-8106,47.465544,-120.329169,#12,WA8
648,9207,2233,Mansfield Elem and High School,P.O. BOX 188,MANSFIELD,Washington,98830-0000,47.847735,-119.525987,#7,WA4
649,9209,2161,Waterville Elementary,PO Box 490,Waterville,Washington,98858-0490,47.701979,-119.86123,#7,WA4
650,9209,2162,Waterville High School,PO Box 490,Waterville,Washington,98858-0490,47.701979,-119.86123,#7,WA4
651,10003,2602,Keller Elementary School,P.O. Box 367,KELLER,Washington,99140-0367,48.07877,-118.68501,#7,WA5
652,10050,2006,Curlew Elem & High School,PO Box 370,Curlew,Washington,99118-0370,48.894734,-118.669864,#7,WA5
653,10065,2136,Orient Elementary School,374 4th Avenue,ORIENT,Washington,99160-0000,48.868041,-118.20519,#7,WA5
654,10070,2603,Inchelium High School,1 Hornet Avenue,Inchelium,Washington,99138-0000,48.301438,-118.200839,#7,WA5
655,10070,4214,Inchelium Middle School,1 Hornet Avenue,Inchelium,Washington,99138-0000,48.301438,-118.200839,#7,WA5
656,10070,4215,Inchelium Elementary School,2 Hornet Avenue,Inchelium,Washington,99138-0000,48.301277,-118.198598,#7,WA5
657,10309,2789,Republic Elementary School,30306 E HIGHWAY 20,REPUBLIC,Washington,99166,48.642139,-118.726349,#7,WA5
658,10309,3579,Republic Senior High School,30306 HIGHWAY 20 E,REPUBLIC,Washington,99166-0000,48.642139,-118.726349,#7,WA5
659,11001,2267,Mcloughlin Middle School,2803 N ROAD 88,PASCO,Washington,99301-1691,46.25395,-119.206149,#8,WA4
660,11001,2790,Longfellow Elementary,301 NORTH 10TH AVENUE,PASCO,Washington,99301-0000,46.23103,-119.101604,#15,WA4
661,11001,2917,Pasco Senior High School,1108 N 10TH AVENUE,PASCO,Washington,99301-0000,46.238567,-119.103143,#15,WA4
662,11001,2967,Emerson Elementary,1616 W OCTAVE ST,PASCO,Washington,99301-0000,46.237629,-119.110718,#15,WA4
663,11001,3085,Mark Twain Elementary,1801 N ROAD 40,PASCO,Washington,99301-2699,46.244114,-119.143397,#8,WA4
664,11001,3324,Stevens Middle School,1120 N 22ND AVENUE,PASCO,Washington,99301-0000,46.238965,-119.120806,#15,WA4
665,11001,3425,Edwin Markham Elementary,4031 ELM ROAD,PASCO,Washington,99301-0000,46.430231,-119.197775,#15,WA5
666,11001,3515,Robert Frost Elementary,1915 NORTH 22ND AVENUE,PASCO,Washington,99301-0000,46.247278,-119.118947,#8,WA4
667,11001,3912,New Horizons High School,2020 W ARGENT RD,PASCO,Washington,99301-0000,46.254404,-119.118117,#15,WA4
668,11001,4041,Ruth Livingston Elementary,2515 ROAD 84,PASCO,Washington,99301-0000,46.251591,-119.200193,#8,WA4
669,11001,4155,James McGee Elementary,4601 N HORIZON DRIVE,PASCO,Washington,99301-9429,46.268118,-119.142178,#8,WA4
670,11001,4526,Whittier Elementary,616 N WEHE AVENUE,PASCO,Washington,99301-0000,46.239794,-119.07671,#15,WA4
671,11001,4555,Rowena Chess Elementary,715 N 24TH AVE,PASCO,Washington,99301-0000,46.235501,-119.121734,#15,WA4
672,11001,4564,Ellen Ochoa Middle School,1801 E SHEPPARD ST,PASCO,Washington,99301-3584,46.24556,-119.073039,#15,WA4
673,11051,1754,Palouse Junction High School,PO Box 829,Connell,Washington,99326-0829,46.590118,-118.897786,#9,WA5
674,11051,1889,Connell Preschool,PO Box 829,Connell,Washington,99326-0829,46.590118,-118.897786,#9,WA5
675,11051,2198,Robert L Olds Junior High School,PO Box 829,Connell,Washington,99326-0829,46.590118,-118.897786,#9,WA5
676,11051,2918,Connell Elem,PO Box 829,Connell,Washington,99326-0829,46.590118,-118.897786,#9,WA5
677,11051,3086,Mesa Elem,PO Box 327,Mesa,Washington,99343,46.577941,-119.162115,#15,WA5
678,11051,3272,Connell High School,PO Box 829,Connell,Washington,99326-0829,46.590118,-118.897786,#9,WA5
679,11051,3325,Basin City Elem,PO Box 829,Connell,Washington,99326-0829,46.590118,-118.897786,#9,WA5
680,11054,2007,Star Elem School,P. O. Box 1482,Richland,Washington,99352-1482,46.28569,-119.28446,#8,WA4
681,11056,3214,Kahlotus Elem & High,PO BOX 69,KAHLOTUS,Washington,99335-0069,46.677852,-118.53374,#9,WA5
682,12110,2241,Pomeroy Jr Sr High School,P.O. Box 950,Pomeroy,Washington,99347-0950,46.475341,-117.537763,#9,WA5
683,12110,3087,Pomeroy Elementary School,P.O. Box 950,Pomeroy,Washington,99347-0950,46.475341,-117.537763,#9,WA5
684,13073,1835,Sentinel Tech Alt School,P.O. Box 907,Mattawa,Washington,99349-0000,46.730957,-119.778257,#15,WA4
685,13073,3152,Mattawa Elementary,P.O. Box 907,Mattawa,Washington,99349-0000,46.730957,-119.778257,#15,WA4
686,13073,4222,Morris Schott Elementary,P.O. Box 907,Mattawa,Washington,99349-0000,46.730957,-119.778257,#15,WA4
687,13073,4254,Wahluke High School,P.O. Box 907,Mattawa,Washington,99349-0000,46.730957,-119.778257,#15,WA4
688,13073,4490,Saddle Mountain Elementary,P.O. Box 907,Mattawa,Washington,99349-0000,46.730957,-119.778257,#15,WA4
689,13144,2510,Quincy Middle School,417 C ST SE,QUINCY,Washington,98848-0000,47.23552,-119.845362,#13,WA4
690,13144,2919,Pioneer Elementary,224 J STREET S.E.,QUINCY,Washington,98848-0000,47.230245,-119.848842,#13,WA4
691,13144,3020,Mountain View Elementary,119 D ST NW,QUINCY,Washington,98848-0000,47.241463,-119.856431,#13,WA4
692,13144,3088,Quincy High School,16 6th AVE SE,QUINCY,Washington,98848-0000,47.236592,-119.840638,#13,WA4
693,13144,3426,George Elementary,401 S. WASHINGTON WAY,QUINCY,Washington,98848-0000,47.075963,-119.856565,#13,WA4
694,13144,4536,Monument Elementary,1400 13th Avenue SW,QUINCY,Washington,98848-0000,47.225711,-119.874414,#13,WA4
695,13146,2792,Warden Elementary,101 W BECK WAY,WARDEN,Washington,98857-9401,46.962507,-119.040649,#13,WA4
696,13146,3273,Warden High School,101 W BECK WAY,WARDEN,Washington,98857-9401,46.962507,-119.040649,#13,WA4
697,13146,3909,Warden Middle School,101 W BECK WAY,WARDEN,Washington,98857-9401,46.962507,-119.040649,#13,WA4
698,13151,2304,Coulee City MS,410 W. Locust St.,COULEE CITY,Washington,99115-0428,47.613129,-119.290765,#7,WA4
699,13151,2693,Coulee City Elementary,410 W LOCUST,COULEE CITY,Washington,99115-0000,47.613129,-119.290765,#7,WA4
700,13151,2968,Almira Coulee Hartline High School,413 N. 4th Street,Coulee City,Washington,99115,47.614813,-119.292897,#7,WA4
701,13156,1518,RISE Academy,410 Ginkgo St S,SOAP LAKE,Washington,98851,47.388118,-119.498146,#7,WA4
702,13156,2694,Soap Lake Elementary,410 Ginkgo Street South,SOAP LAKE,Washington,98851,47.388118,-119.498146,#7,WA4
703,13156,3089,Soap Lake Middle & High School,410 Ginkgo St S,SOAP LAKE,Washington,98851,47.388118,-119.498146,#7,WA4
704,13160,3090,Red Rock Elementary,PO Box 486,Royal City,Washington,99357-0486,46.897589,-119.686316,#13,WA4
705,13160,3516,Royal High School,PO Box 486,Royal City,Washington,99357-0486,46.897589,-119.686316,#13,WA4
706,13160,3620,Royal Middle School,PO Box 486,Royal City,Washington,99357-0486,46.897589,-119.686316,#13,WA4
707,13161,2673,Frontier Middle School,517 WEST THIRD AVENUE,MOSES LAKE,Washington,98837-0000,47.127123,-119.283335,#13,WA4
708,13161,2832,Peninsula Elementary,2406 W. TEXAS STREET,MOSES LAKE,Washington,98837-0000,47.106187,-119.304632,#13,WA4
709,13161,2833,Knolls Vista Elementary,454 W RIDGE ROAD,MOSES LAKE,Washington,98837-0000,47.13469,-119.285496,#13,WA4
710,13161,2969,Lakeview Terrace Elementary,780 S. CLOVER DRIVE,MOSES LAKE,Washington,98837-0000,47.124016,-119.258629,#13,WA4
711,13161,2970,Midway Elementary,502 SOUTH C ST,MOSES LAKE,Washington,98837-0000,47.11964,-119.290455,#13,WA4
712,13161,3021,Larson Heights Elementary,700 LINDBERG LANE,MOSES LAKE,Washington,98837-0000,47.166543,-119.32318,#13,WA4
713,13161,3022,Chief Moses Middle School,1111 E NELSON ROAD,MOSES LAKE,Washington,98837-0000,47.115852,-119.25899,#13,WA4
714,13161,3091,Garden Heights Elementary,707 E NELSON ROAD,MOSES LAKE,Washington,98837-0000,47.115904,-119.265588,#13,WA4
715,13161,3153,Longview Elementary,9783 APPLE ROAD NE,MOSES LAKE,Washington,98837-0000,47.15181,-119.282515,#13,WA4
716,13161,3215,Moses Lake High School,803 E. SHARON AVE.,MOSES LAKE,Washington,98837-0000,47.111705,-119.265597,#13,WA4
717,13161,3779,North Elementary,1200 WEST CRAIG STREET,MOSES LAKE,Washington,98837-0000,47.173273,-119.327166,#13,WA4
718,13165,2695,Parkway School,1011 PARKWAY BLVD,EPHRATA,Washington,98823-0000,47.31304,-119.561412,#13,WA4
719,13165,2793,Columbia Ridge Elementary,60 H SE,EPHRATA,Washington,98823-0000,47.31764,-119.55365,#7,WA4
720,13165,2920,Ephrata High School,333 4TH AVE NW,EPHRATA,Washington,98823-0000,47.325325,-119.550593,#13,WA4
721,13165,3092,Grant Elementary,451 3RD NW,EPHRATA,Washington,98823-0000,47.318962,-119.55713,#13,WA4
722,13165,3373,Ephrata Middle School,"384 ""A"" SE",EPHRATA,Washington,98823-0000,47.315947,-119.552285,#13,WA4
723,13165,4229,Beezley Springs Elementary,501 C ST NW,EPHRATA,Washington,98823-0000,47.326305,-119.549662,#13,WA4
724,13167,2472,Wilson Creek Elementary,PO Box 46,Wilson Creek,Washington,98860-0000,47.473874,-119.18473,#7,WA4
725,13167,2473,Wilson Creek High,P.O. Box 46,Wilson Creek,Washington,98860-0046,47.473874,-119.18473,#7,WA4
726,13301,2801,Lake Roosevelt Jr/Sr High School,505 CREST DR,COULEE DAM,Washington,99116-0000,47.971858,-118.970915,#7,WA4
727,13301,2802,Lake Roosevelt Elementary ,503 Crest Dr,Coulee Dam,Washington,99116,47.971858,-118.970915,#7,WA4
728,14005,2305,Miller Junior High,100 E Lindstrom,Aberdeen,Washington,98520-8699,46.963915,-123.790742,#19,WA6
729,14005,2449,McDermoth Elementary,409 North K St,Aberdeen,Washington,98520-3928,46.977116,-123.823912,#19,WA6
730,21302,5510,Orin C Smith Elementary School,1240 Bishop Rd,Chehalis,Washington,98532,46.639099,-122.941943,#20,WA3
731,17414,5511,Clara Barton Elementary School,12011 172nd Ave NE,Redmond,Washington,98052,47.707932,-122.110757,#45,WA1
732,17414,5512,Ella Baker Elementary School,9595 Eastridge Drive NE,Redmond,Washington,98053,47.683859,-122.011063,#45,WA8
733,23403,5513,Mary E. Theler Early Learning Center,22871 NE SR 3,Belfair,Washington,98528,47.437918,-122.838747,#35,WA6
734,14005,5514,Grays Harbor Academy,216 North G St.,Aberdeen,Washington,98520,46.978406,-123.816542,#19,WA6
735,23404,5515,Hood Canal Middle School,111 N State Route 106,Shelton,Washington,98584,47.333552,-123.15948,#35,WA6
736,33212,5516,Kettle Falls Early Learning Center,PO Box 458,Kettle Falls,Washington,99141,48.61074,-118.05582,#7,WA5
737,17911,5517,Impact | Puget Sound Elementary,3438 S. 148th Street,Tukwila,Washington,98168,47.471122,-122.287999,#11,WA9
738,6122,5518,Sunset Ridge Intermediate School,3215 South Hillhurst Road,Ridgefield,Washington,98642,45.791839,-122.710386,#20,WA3
739,17403,5519,Sartori Elementary School,332 Park Ave N,Renton,Washington,98057,47.487586,-122.201807,#11,WA9
740,3017,5520,Amon Creek Elementary,18 Center Parkway,Richland,Washington,99352,46.230791,-119.231283,#8,WA4
741,3017,5521,Fuerza Elementary,6011 W 10th Pl,Kennewick,Washington,99338,46.198459,-119.205692,#8,WA4
742,17408,5522,Auburn Opportunity Project,401 West Main Street,Auburn,Washington,98001-5275,47.308185,-122.234762,#47,WA9
743,33036,5523,Chewelah Open Doors Reengagement Program,PO Box 47,Chewelah,Washington,99109,48.293181,-117.739245,#7,WA5
744,27320,5524,Tehaleh Heights Elementary,17520 Berkeley Parkway East,Bonney Lake,Washington,98391,47.127613,-122.196595,#31,WA8
745,29100,5525,Open Doors,301 N. Burlington Blvd,Burlington,Washington,98233,48.480873,-122.335273,#40,WA2
746,3400,5526,Richland School District Early Learning Center,1525 Hunt,Richland,Washington,99352,46.292773,-119.273023,#8,WA4
747,27001,5527,Steilacoom PRIDE Academy,54 Sentinel Drive,Steilacoom,Washington,98388,47.179288,-122.575752,#28,WA10
748,1147,5528,Early Childhood Center,1335 S. Ash St.,Othello,Washington,99344,46.81887,-119.155498,#15,WA4
749,5402,5529,Insight School of WA Open Doors Program,2601 S 35th St Ste 100,Tacoma,Washington,98409,47.228748,-122.47141,#27,WA6
750,10050,5530,Ferry County Open Doors,PO Box 370,Curlew,Washington,99118,48.894734,-118.669864,#7,WA5
751,27404,5531,Eatonville Online Academy,PO Box 698,Eatonville,Washington,98328,46.904844,-122.30141,#2,WA8
752,6117,5532,Camas School District Open Doors,1919 NE Ione St,Camas,Washington,98607,45.592737,-122.401166,#17,WA3
753,6117,5533,Discovery High School,5125 NW Nan Henriksen Way,Camas,Washington,98607,45.594721,-122.462288,#17,WA3
754,6117,5534,Odyssey Middle School,5780 Pacific Rim Blvd,Camas,Washington,98607,45.593328,-122.461767,#17,WA3
755,6114,5535,Cascadia Technical Academy ALE  ,12200 NE 28th Street,Vancouver,Washington,98682-7858,45.644151,-122.546865,#49,WA3
756,17406,5536,Tukwila Online Learning,4160 S 144th Street,Tukwila,Washington,98168,47.474507,-122.281568,#11,WA9
757,3116,5537,Prosser Opportunity Academy,1203 PROSSER AVE.,PROSSER,Washington,99350,46.203649,-119.767241,#16,WA4
758,26059,5538,Home Pride,305 Monumental Way,Cusick,Washington,99119,48.336481,-117.299311,#7,WA5
759,26059,5539,Kalispel Language Immersion School,305 Monumental Way,Cusick,Washington,99119,48.336481,-117.299311,#7,WA5
760,39208,5540,West Valley Open Doors,9800 Zier Rd,Yakima,Washington,98908,46.57369,-120.638891,#14,WA4
761,32356,5541,Riverbend Elementary School,17720 E Mission Avenue,Spokane Valley,Washington,99016,47.670918,-117.165506,#4,WA5
762,32356,5542,Stem Academy at SVT,115 S. University Road,Spokane Valley,Washington,99206,47.655776,-117.260254,#4,WA5
763,39207,5543,Simcoe Elementary School,1307 S CAMAS AVENUE,Wapato,Washington,98951,46.434423,-120.417228,#14,WA4
764,39207,5544,Camas Elementary,1010 South Camas Ave,Wapato,Washington,98951,46.439149,-120.418897,#14,WA4
765,8402,5545,Kalama High School,548 China Garden Road,Kalama,Washington,98625,46.008029,-122.838264,#20,WA3
766,18400,5546,Choice Academy,25800 Siyaya Ave NE,Kingston,Washington,98346,47.795059,-122.516634,#23,WA6
767,8458,5547,Kelso Goal Oriented Learning Design,1904 Allen St,Kelso,Washington,98626,46.143284,-122.892241,#19,WA3
768,23309,5548,Shelton Open Doors,SOUND LEARNING,SHELTON,Washington,98584,47.263255,-123.159683,#35,WA6
769,27901,5549,Chief Leschi Schools,5625 52nd St E,Puyallup,Washington,98371,47.210346,-122.354012,#25,WA10
770,39901,5550,Yakama Nation School,601 Linden St,Toppenish,Washington,98948,46.377506,-120.329712,#14,WA4
771,17401,5551,Glacier Middle School,2450 South 142nd Street,SeaTac,Washington,98168,47.477353,-122.299213,#33,WA9
772,32356,5552,Selkirk Middle School,1409 N Harvest Parkway,Liberty Lake,Washington,99016,47.670256,-117.13331,#4,WA5
773,13165,5553,Sage Hills ECEAP,35 K ST SE,Ephrata,Washington,98823,47.317429,-119.537535,#13,WA4
774,37506,5554,Nooksack Reengagement,PO Box 4307,NOOKSACK,Washington,98276,48.926702,-122.326183,#42,WA2
775,28137,5555,Orcas Island Montessori Public,557 School Road,Eastsound,Washington,98245-9457,48.698677,-122.903671,#40,WA2
776,11001,5556,Three Rivers Elementary,3901 Road 84,Pasco,Washington,99301,46.262689,-119.199153,#8,WA4
777,27003,5557,Dessie F Evans Elementary ,7911 144th St E,Puyallup,Washington,98373,47.127801,-122.324207,#25,WA10
778,6122,5558,Ridgefield Early Learning Center,510 Pioneer Street,Ridgefield,Washington,98642,45.817027,-122.741523,#20,WA3
779,28149,5559,Griffin Bay School Open Doors,PO Box 458,Friday Harbor,Washington,98250,48.538181,-123.068323,#40,WA2
780,39119,5560,Selah Academy Auxiliary,308 W Naches Ave,Selah,Washington,98942,46.653586,-120.533828,#14,WA4
781,39119,5561,Selah Academy BPL,308 W Naches Ave,Selah,Washington,98942,46.653586,-120.533828,#14,WA4
782,18402,5562,Pacific Northwest Connections Academy,111 Tumwater Blvd SE Ste B203,Tumwater,Washington,98501,46.983202,-122.904542,#22,WA10
783,17409,5563,Tahoma Open Doors,23499 SE Tahoma Way,Maple Valley,Washington,98038,47.357666,-122.028833,#5,WA8
784,27416,5564,White River Early Learning Center,27515 120th Street East,Buckley,Washington,98321,47.149559,-122.062731,#31,WA8
785,17001,5565,Magnolia Elementary,2418 24th Ave W,Seattle,Washington,98199,47.640472,-122.387521,#36,WA7
786,17001,5566,Lincoln High School,4400 Interlake Ave N,Seattle,Washington,98103-7519,47.65992,-122.339898,#43,WA7
787,36140,5567,ECEAP,1150 W Chestnut St,Walla Walla,Washington,99362,46.056568,-118.352508,#16,WA5
788,27010,5568,Willard Early Learning Center,3201 S D Street,Tacoma,Washington,98418,47.231673,-122.436057,#27,WA10
789,4246,5569,Valley Academy of Learning K-8,1911 N Wenatchee Avenue,Wenatchee,Washington,98801,47.452507,-120.332088,#12,WA8
790,31002,5570,Tambark Creek Elementary School,4419 180th St. SE,Bothell,Washington,98012-6749,47.836329,-122.173636,#44,WA1
791,6117,5573,The Heights Learning Center,4600 NE Garfield St,Camas,Washington,98607,45.612954,-122.402557,#17,WA3
792,38267,5574,Kamiak Elementary,1400 NW Terre View Drive,Pullman,Washington,99163,46.75193,-117.175278,#9,WA5
793,36250,5575,College Place Open Doors Program,1755 S College Avenue,College Place,Washington,99324,46.030884,-118.387588,#16,WA5
794,39203,5576,Highland ESD 105 Open Doors,33 S. 2nd Ave,Yakima,Washington,98902,46.599738,-120.510046,#15,WA4
795,17411,5577,Issaquah Preschool,565 NW Holly St.,Issaquah,Washington,98027,47.536866,-122.042403,#5,WA8
796,39801,5578,ESD 105 Open Doors,33 S 2nd Ave,Yakima,Washington,98908,46.599738,-120.510046,#15,WA4
797,37502,5579,Ferndale Virtual Academy,5830 Golden Eagle Drive,Ferndale,Washington,98248,48.853042,-122.592905,#42,WA2
798,39003,5580,NACHES VALLEY ESD 105 OPEN DOORS,33 S SECOND AVE,YAKIMA,Washington,98902,46.599738,-120.510046,#15,WA4
799,30303,5581,Open Doors for SHS,PO Box 850,Stevenson,Washington,98648,45.673707,-121.912581,#17,WA3
800,27417,5582,Fife Open Doors,5802 20th Street East,Tacoma,Washington,98424,47.238822,-122.347736,#27,WA6
801,17417,5583,Northshore Family Partnership,18101 Avondale Road NE,Woodinville,Washington,98077,47.759006,-122.080329,#1,WA8
802,14400,5584,Oakville Homelink,Po Box H,Oakville,Washington,98568,46.866084,-123.283859,#19,WA6
803,13144,5585,Ancient Lakes Elementary,417 C Street SE,Quincy,Washington,98848,47.23552,-119.845362,#13,WA4
804,24404,5586,Tonasket Choice High School,35 HS Hwy 20,Tonasket,Washington,98855,48.699937,-119.433262,#7,WA4
805,24404,5587,Tonasket Outreach School,35 HS Hwy 20,Tonasket,Washington,98855,48.699937,-119.433262,#7,WA4
806,29103,5588,Open Doors,1517 22nd Street,Anacortes,Washington,98221,48.504701,-122.620731,#40,WA2
807,29320,5589,Harriet Rowley Elementary,400 53rd St,Mount Vernon,Washington,98273,48.435248,-122.208184,#10,WA2
808,17941,5590,Renton Technical College DFTC,3000 NE 4TH ST,RENTON,Washington,98056,47.489341,-122.176373,#11,WA9
809,17941,5591,Renton Technical College DFTC Direct Enrollment,3000 4th St NE,Renton,Washington,98056,47.489341,-122.176373,#11,WA9
810,17412,5592,North City ,816 NE 190TH ST,SHORELINE,Washington,98155,47.767159,-122.320538,#32,WA7
811,17412,5593,Edwin Pratt Learning Center,1900 N 170th St,Shoreline,Washington,98133,47.752899,-122.336103,#32,WA7
812,14400,5594,Oakville Preschool,103 School St,Oakville,Washington,98568,46.839977,-123.239711,#19,WA6
813,39207,5595,Wapato ESD 105 Open Doors,33 S 2ND AVE,YAKIMA,Washington,98902,46.599738,-120.510046,#15,WA4
814,11001,5596,Soar to Success,2600 N 20th Ave,Pasco,Washington,99301,46.249454,-119.121735,#15,WA4
815,17414,5597,Timberline Middle School,9900 Redmond Ridge Drive NE,Redmond,Washington,98053,47.688108,-122.031712,#45,WA8
816,8404,5599,Columbia Elementary School,600 Bozarth Ave,Woodland,Washington,98674,45.902924,-122.753235,#20,WA3
817,8404,5600,North Fork Elementary School,2250 Lewis River Road,Woodland,Washington,98674,45.926235,-122.724182,#20,WA3
818,13161,5601,Moses Lake Big Picture,803 E. Sharon Ave,Moses Lake,Washington,98837,47.111705,-119.265597,#13,WA4
819,17915,5602,Ashe Preparatory Academy,19300 108th Ave SE,Kent,Washington,98031,47.428935,-122.195445,#11,WA9
